algorithm,threads,graph,k,seed,epsilon,imbalance,objective,km1,cut,initial_km1,judiciousLoad,initialJudiciousLoad,minLoad,maxHnDegree,maxBlockTime,partitionTime,judiciousTime,fmTime,lpTime,coarseningTime,ipTime,preprocessingTime
Min-Load-Ratio-1.01,16,0-part_128-s.repeats.hgr,48,20,0.03,7.2,km1,5404,512,4472,154,227,126,126,9.329e-05,0.0391194,0.0038251,0,0,7.6291e-05,0.032334,0.00243156
Min-Load-Ratio-1.01,16,0-part_128-l.repeats.hgr,48,20,0.03,0.16129,km1,23508,3383,22820,989,1283,966,126,0.000294531,0.267741,0.00748499,0,0,0.010069,0.228269,0.0156968
Min-Load-Ratio-1.01,16,0-part_404-s.repeats.hgr,48,20,0.03,3.69231,km1,18707,992,13950,476,759,402,402,0.00247736,0.180821,0.0164606,0,0,0.000144801,0.143104,0.0187272
Min-Load-Ratio-1.01,16,0-part_404-l.repeats.hgr,48,20,0.03,1.36957,km1,38805,5365,33350,1696,3564,1536,402,0.00222641,0.63448,0.026935,0,0,0.000686832,0.557935,0.0398154
Min-Load-Ratio-1.01,16,0-part_sm_part1_170859.repeats.hgr,48,20,0.03,0.285955,km1,284278,52846,256480,10054,15141,9974,142,0.00512236,5.21339,0.0741655,0,0,1.83618,2.01713,0.843338
Min-Load-Ratio-1.01,16,0-part_sm_part3_31854.repeats.hgr,48,20,0.03,0.21988,km1,224595,43777,216443,8592,10041,8515,142,0.00129689,2.38845,0.028052,0,0,0.635555,1.49307,0.127976
Min-Load-Ratio-1.01,16,0-part_sm_part12_20753.repeats.hgr,48,20,0.03,0.196305,km1,203713,39879,197524,7680,8883,7610,142,0.000640733,1.99892,0.0223119,0,0,0.420115,1.40338,0.0856048
Min-Load-Ratio-1.01,16,0-part_sm_part24_11756.repeats.hgr,48,20,0.03,0.146939,km1,170103,31353,166211,5647,6520,5602,142,0.000355771,1.34659,0.0164481,0,0,0.211542,1.024,0.0575367
Min-Load-Ratio-1.05,16,0-part_59-s.repeats.hgr,48,20,0.03,5.5,km1,1495,249,995,57,105,0,57,6.714e-05,0.020833,0.000579503,0,0,7.77e-05,0.0185803,0.00131123
Min-Load-Ratio-1.05,16,0-part_59-l.repeats.hgr,48,20,0.03,2.36957,km1,6956,1397,5619,364,965,343,57,0.000457562,0.130666,0.00903034,0,0,0.000386372,0.113308,0.0066401
Min-Load-Ratio-1.05,16,0-part_128-0.repeats.hgr,48,20,0.03,3.38889,km1,14361,2150,12388,546,1269,488,126,0.000468302,0.116126,0.00781441,0,0,0.000140921,0.0989079,0.00798344
Min-Load-Ratio-1.05,16,0-part_128-s.repeats.hgr,48,20,0.03,4.2,km1,5405,511,4447,152,215,126,126,9.818e-05,0.0386876,0.00354441,0,0,7.264e-05,0.0320981,0.00248756
Min-Load-Ratio-1.05,16,0-part_128-l.repeats.hgr,48,20,0.03,0.532258,km1,23311,3250,22512,993,1232,953,126,0.00016286,0.271506,0.00469446,0,0,0.0100667,0.23548,0.0151233
Min-Load-Ratio-1.05,16,0-part_404-s.repeats.hgr,48,20,0.03,6.07692,km1,18730,982,13281,468,659,402,402,0.00132384,0.190824,0.0348512,0,0,0.00013538,0.135369,0.0180835
Min-Load-Ratio-1.05,16,0-part_404-l.repeats.hgr,48,20,0.03,0.73913,km1,39173,5402,33597,1691,3449,1595,402,0.00229031,0.62607,0.0272461,0,0,0.000665202,0.555281,0.0333282
Min-Load-Ratio-1.05,16,0-part_sm_part1_170859.repeats.hgr,48,20,0.03,0.35,km1,284872,52789,255440,10088,13763,9946,142,0.0144534,5.12777,0.0792791,0,0,1.82224,2.05291,0.736816
Min-Load-Ratio-1.05,16,0-part_sm_part3_31854.repeats.hgr,48,20,0.03,0.254518,km1,224428,43772,216445,8632,10317,8422,142,0.00197016,2.33652,0.0259027,0,0,0.633291,1.45048,0.123607
Min-Load-Ratio-1.05,16,0-part_sm_part12_20753.repeats.hgr,48,20,0.03,0.237875,km1,203030,40051,197398,7770,8940,7456,142,0.000847683,1.96988,0.0172773,0,0,0.418133,1.38714,0.0793405
Min-Load-Ratio-1.05,16,0-part_sm_part24_11756.repeats.hgr,48,20,0.03,0.167347,km1,171335,31375,166438,5757,6678,5524,142,0.000999634,1.3499,0.0147689,0,0,0.212839,1.02784,0.0572354
Min-Load-Ratio-1.1,16,0-part_59-s.repeats.hgr,48,20,0.03,5.5,km1,1495,249,970,57,103,0,57,6.6131e-05,0.0227893,0.000625873,0,0,7.7271e-05,0.0203702,0.00138985
Min-Load-Ratio-1.1,16,0-part_59-l.repeats.hgr,48,20,0.03,1.71739,km1,6790,1371,5637,371,848,339,57,0.000303161,0.136834,0.00862512,0,0,0.000399422,0.119671,0.00679964
