algorithm,threads,graph,k,seed,epsilon,imbalance,objective,km1,cut,initial_km1,judiciousLoad,initialJudiciousLoad,minLoad,maxHnDegree,maxBlockTime,partitionTime,judiciousTime,fmTime,lpTime,coarseningTime,ipTime,preprocessingTime
Block-Load-Margin-1.05,16,sat14_6s153.cnf.dual.hgr,48,43,0.03,0.0506453,km1,6478,4728,6208,1926,2040,1916,3,0.000536792,0.167323,0.00298991,0,0,0.0376622,0.0721262,0.0327909
Block-Load-Margin-1.05,16,sat14_dated-10-17-u.cnf.hgr,48,43,0.03,0.134971,km1,59238,57274,55751,23625,26112,23506,19,0.00119078,0.406349,0.0066197,0,0,0.0940492,0.0973717,0.141299
Block-Load-Margin-1.05,16,usroads.mtx.hgr,48,43,0.03,0.0156076,km1,3559,3489,3287,2773,2853,2759,7,0.000385312,0.12295,0.00220137,0,0,0.0248116,0.050565,0.0311919
Block-Load-Margin-1.05,16,sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr,48,43,0.03,0.187251,km1,10480,6790,8599,5767,7194,5761,33,0.0065714,0.762794,0.0204354,0,0,0.445377,0.0602685,0.119642
Block-Load-Margin-1.05,16,sat14_manol-pipe-g10bid_i.cnf.dual.hgr,48,43,0.03,0.0496849,km1,21780,8437,20686,6020,6278,5995,3,0.0018515,0.42004,0.00820346,0,0,0.115228,0.129162,0.0860998
Block-Load-Margin-1.05,16,rim.mtx.hgr,48,43,0.03,0.0978723,km1,12371,10518,12151,735,767,717,112,0.000356441,0.123703,0.00190845,0,0,0.0233317,0.0815141,0.0127354
Block-Load-Margin-1.05,16,spmsrtls.mtx.hgr,48,43,0.03,0.008,km1,426,416,402,636,643,630,8,6.696e-05,0.0493745,0.000867716,0,0,0.0069559,0.0277863,0.0108249
Block-Load-Margin-1.05,16,sat14_UCG-20-5p0.cnf.primal.hgr,48,43,0.03,0.126095,km1,95519,93885,80665,26885,31271,26749,64,0.000654903,0.374584,0.00452617,0,0,0.0852869,0.115588,0.120625
Block-Load-Margin-1.05,16,sat14_ctl_4291_567_5_unsat_pre.cnf.hgr,48,43,0.03,0.655118,km1,98508,79155,83635,4884,8720,4842,63,0.000374082,0.239567,0.0082552,0,0,0.0249143,0.168968,0.0274617
Block-Load-Margin-1.05,16,bundle1.mtx.hgr,48,43,0.03,0.99095,km1,43815,10365,34110,1711,2061,431,1711,0.000602363,0.128622,0.00537657,0,0,0.0212602,0.076368,0.02005
Block-Load-Margin-1.05,16,ESOC.mtx.hgr,48,43,0.03,0.444867,km1,939175,326532,874034,26464,34330,26248,12090,0.00878296,2.37663,0.0839077,0,0,0.187117,1.87517,0.1445
Block-Load-Margin-1.05,16,mc2depi.mtx.hgr,48,43,0.03,0.0184391,km1,23352,22965,21738,11475,11789,11428,4,0.00105225,0.302594,0.00519064,0,0,0.0847267,0.0533675,0.102658
Block-Load-Margin-1.05,16,obstclae.mtx.hgr,48,43,0.03,0.0395683,km1,5690,5399,5249,956,1018,948,5,9.1281e-05,0.0847726,0.00139217,0,0,0.0107174,0.0509039,0.0162739
Block-Load-Margin-1.05,16,psse2.mtx.hgr,48,43,0.03,0.113043,km1,2768,2748,2438,658,718,652,76,4.253e-05,0.0540884,0.00159922,0,0,0.00409642,0.0378195,0.00881648
Block-Load-Margin-1.05,16,sat14_bob12m09-opt.cnf.hgr,48,43,0.03,0.229,km1,51039,45352,48295,4255,6154,4229,601,0.000315131,0.232776,0.00602826,0,0,0.0300227,0.150431,0.0321642
Block-Load-Margin-1.05,16,sat14_9vliw_m_9stages_iq3_C1_bug7.cnf.dual.hgr,48,43,0.03,0.722503,km1,298791,81535,259238,17156,22012,17037,6689,0.0431231,18.329,0.484503,0,0,12.2035,2.96967,1.17974
Block-Load-Margin-1.05,16,RFdevice.mtx.hgr,48,43,0.03,0.0887306,km1,26472,23551,25201,2104,2262,2089,9,0.000172351,0.176151,0.00330601,0,0,0.024427,0.11031,0.0249014
Block-Load-Margin-1.05,16,sat14_atco_enc3_opt2_05_21.cnf.hgr,48,43,0.03,0.0158322,km1,134922,133230,117245,126858,129584,126255,368,0.00563608,1.80591,0.0251265,0,0,0.558844,0.0850215,0.787479
Block-Load-Margin-1.05,16,poisson3Db.mtx.hgr,48,43,0.03,0.147422,km1,60803,44062,58731,3062,3573,3034,145,0.000432002,0.455161,0.00648005,0,0,0.0956504,0.286383,0.04443
Block-Load-Margin-1.05,16,sat14_atco_enc2_opt1_05_21.cnf.dual.hgr,48,43,0.03,0.854514,km1,16450,8836,13360,1527,2215,1512,11,0.00134015,0.720249,0.0180928,0,0,0.473618,0.113823,0.0602805
Block-Load-Margin-1.05,16,sat14_atco_enc3_opt2_05_21.cnf.dual.hgr,48,43,0.03,0.0136231,km1,30436,21744,26885,31602,32331,31528,15,0.0147764,2.74413,0.0705764,0,0,1.56998,0.0892604,0.621777
Block-Load-Margin-1.05,16,m14b.mtx.hgr,48,43,0.03,0.0822346,km1,72629,61095,68406,6014,6850,5965,40,0.000746323,0.416229,0.00613361,0,0,0.113718,0.1799,0.0765097
Block-Load-Margin-1.05,16,Oregon-1.mtx.hgr,48,43,0.03,0.979167,km1,10049,5328,5775,2389,5831,118,2389,0.00119778,0.119753,0.00397312,0,0,0.00940481,0.0973746,0.00575919
Block-Load-Margin-1.05,16,epb1.mtx.hgr,48,43,0.03,0.0651466,km1,3941,3597,3707,390,411,387,9,3.5981e-05,0.0684774,0.00356176,0,0,0.00536431,0.0503428,0.00655345
Block-Load-Margin-1.05,16,Stanford.mtx.hgr,48,43,0.03,0.236847,km1,10051,7079,8574,5687,9649,5636,255,0.00204215,0.84288,0.0215248,0,0,0.193269,0.485319,0.0842112
